ALG, INST, t[s], alpha, custo, custo_total, percent_total, melhor_custo, relacao_melhor, iteracao_melhor, grafo_nos, solucao_nos, grafo_arestas, solucao_arestas,,,,,,,,
A2, D12-A.dat,9.92639,0.3,52,59,88.14%,42,23.81%,182,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,10.1494,0.3,52,59,88.14%,42,23.81%,38,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.89726,0.3,53,59,89.83%,42,26.19%,523,1000,6,5000,5,,,,,,,,
A2, D12-A.dat,9.08785,0.3,52,59,88.14%,42,23.81%,732,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.50089,0.3,54,59,91.53%,42,28.57%,217,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.9031,0.3,52,59,88.14%,42,23.81%,523,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.42785,0.3,54,59,91.53%,42,28.57%,695,1000,2,5000,1,,,,,,,,
A2, D12-A.dat,9.54627,0.3,54,59,91.53%,42,28.57%,46,1000,5,5000,4,,,,,,,,
A2, D12-A.dat,9.46167,0.3,52,59,88.14%,42,23.81%,653,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,19.8636,0.25,52,59,88.14%,42,23.81%,1361,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,20.3822,0.35,51,59,86.44%,42,21.43%,738,1000,4,5000,3,,,,,,,,
A3, D12-A.dat,20.3364,0.5,52,59,88.14%,42,23.81%,1442,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,20.268,0.3,52,59,88.14%,42,23.81%,1231,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,20.6963,0.35,52,59,88.14%,42,23.81%,206,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,20.2056,0.35,52,59,88.14%,42,23.81%,1387,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,21.2124,0.45,52,59,88.14%,42,23.81%,741,1000,3,5000,2,,,,,,,,
A3, D12-A.dat,20.3563,0.3,52,59,88.14%,42,23.81%,1596,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,20.8509,0.45,54,59,91.53%,42,28.57%,387,1000,1,5000,0,,,,,,,,
A3, D12-A.dat,19.7836,0.4,52,59,88.14%,42,23.81%,631,1000,4,5000,3,,,,,,,,
A3, D12-A.dat,20.6157,0.4,52,59,88.14%,42,23.81%,614,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,20.3359,0.3,52,59,88.14%,42,23.81%,1417,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,20.954,0.35,52,59,88.14%,42,23.81%,63,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,20.1623,0.35,52,59,88.14%,42,23.81%,143,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,20.8319,0.45,51,59,86.44%,42,21.43%,17,1000,4,5000,3,,,,,,,,
A3, D12-A.dat,20.2341,0.3,54,59,91.53%,42,28.57%,462,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,20.9455,0.25,52,59,88.14%,42,23.81%,322,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,20.3851,0.5,51,59,86.44%,42,21.43%,598,1000,2,5000,1,,,,,,,,
A3, D12-A.dat,20.6171,0.5,54,59,91.53%,42,28.57%,619,1000,1,5000,0,,,,,,,,
A3, D12-A.dat,20.5911,0.5,52,59,88.14%,42,23.81%,796,1000,2,5000,1,,,,,,,,
A1, i01M1.dat,0.0448196,0,119925,119925,100%,109272,9.75%,0,1803,1,16745,0,,,,,,,,
A2, i01M1.dat,46.2208,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,48.20185,119925,109272,0.0974932,,,
A2, i01M1.dat,49.5033,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,47.6403,119925,109272,0.0974932,,,
A2, i01M1.dat,48.7901,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,48.78075,119925,109272,0.0974932,,,
A2, i01M1.dat,53.4674,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,116.4295,119925,109272,0.0974932,0.275,119925
A2, i01M1.dat,49.041,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,49.6458,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.6136,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,49.945,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,46.7262,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,51.9318,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.3972,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.5034,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,45.8624,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.0333,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,45.2125,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,46.6484,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,45.8342,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,48.8973,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,52.9225,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,51.5441,0.1,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,54.2719,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,51.363,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,46.948,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,48.9189,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,49.1778,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,49.6567,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.1334,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,51.3584,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.4868,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,49.7341,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,48.0167,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.6163,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,46.3294,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.9394,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,46.3871,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.5413,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,46.2794,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.5259,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,46.6358,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.6643,0.2,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,46.5339,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.5389,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.7151,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,49.181,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,49.0547,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,50.5569,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.6323,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.4521,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,46.277,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,47.7407,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,48.4949,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,50.2765,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,48.6754,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,49.3039,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,48.0264,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,50.9525,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,49.2027,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,49.0184,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,48.8861,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A2, i01M1.dat,50.2864,0.3,119925,119925,100%,109272,9.75%,0,1803,0,16745,0,,,,,,,,
A3, i01M1.dat,106.723,0.45,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,112.384,0.45,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,116.166,0.1,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,116.322,0.5,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,116.235,0.25,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,117.161,0.05,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,118.785,0.2,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,116.831,0.45,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,120.169,0.3,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,117.861,0.25,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,116.545,0.4,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,116.226,0.25,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,116.727,0.35,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,116.465,0.4,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,117.383,0.1,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,116.12,0.3,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,116.381,0.15,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,116.394,0.05,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,116.609,0.2,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
A3, i01M1.dat,115.803,0.3,119925,119925,100%,109272,9.75%,1,1803,1,16745,0,,,,,,,,
